City,SubArea,Date,Address,BuildingType,LandArea,BuiltUp,PricePsf,Price
klang,taman-klang-perdana,09/11/2013,"✕, JALAN LAKSAMANA 1/KS7",SEMI-D FACTORY,"16,393 ft²","9,714 ft²",342,"5,600,000"
klang,taman-klang-perdana,,,,,,,
petaling-jaya,pj-industrial-park,05/05/2017,"✕✕-✕✕, JALAN KEMAJUAN, PJ INDUSTRAIAL PARK",MULTI-STOREY FACTORY,"1,238 ft²","1,238 ft²",283,"350,000"
petaling-jaya,pj-industrial-park,29/03/2017,"✕✕-✕✕, JALAN KEMAJUAN",MULTI-STOREY FACTORY,"1,259 ft²","1,259 ft²",310,"390,000"
petaling-jaya,pj-industrial-park,21/10/2016,"✕✕-✕✕, JALAN KEMAJUAN",MULTI-STOREY FACTORY,"1,230 ft²","1,230 ft²",260,"320,000"
petaling-jaya,pj-industrial-park,28/03/2016,"✕-✕-✕✕, JALAN KEMAJUAN, PJ INDS PARK",MULTI-STOREY FACTORY,"1,001 ft²","1,001 ft²",565,"566,038"
petaling-jaya,pj-industrial-park,29/02/2016,"✕✕-✕✕, JALAN KEMAJUAN (PJ INDUSTRIAL PARK)",MULTI-STOREY FACTORY,892 ft²,980 ft²,323,"288,000"
petaling-jaya,pj-industrial-park,06/01/2016,"✕-✕-✕✕, JALAN KEMAJUAN, PJ INDUSTRIAL PARK",MULTI-STOREY FACTORY,"1,253 ft²","1,253 ft²",235,"294,000"
petaling-jaya,pj-industrial-park,16/03/2015,"✕✕-✕✕, JALAN KEMAJUAN",MULTI-STOREY FACTORY,"1,074 ft²","1,074 ft²",819,"880,000"
petaling-jaya,pj-industrial-park,16/03/2015,"✕✕-✕✕, JALAN KEMAJUAN",MULTI-STOREY FACTORY,"1,063 ft²","1,063 ft²",282,"300,000"
petaling-jaya,seksyen-51---seksyen-51a,21/07/2017,"✕, JALAN TANDANG 204",DETACHED FACTORY,,"6,784 ft²",258,"12,000,000"
petaling-jaya,seksyen-51---seksyen-51a,01/06/2017,"✕, JALAN 51/225A ZON INDUSTRI PJCT",SEMI-D FACTORY,"11,848 ft²","8,972 ft²",658,"7,800,000"
petaling-jaya,seksyen-51---seksyen-51a,18/04/2017,"✕✕, JALAN 51A/227",SEMI-D FACTORY,"15,999 ft²","10,610 ft²",342,"5,471,700"
petaling-jaya,pj-industrial-park,27/02/2015,"✕✕-✕✕, JALAN KEMAJUAN",MULTI-STOREY FACTORY,"1,068 ft²","1,068 ft²",248,"265,000"
petaling-jaya,pj-industrial-park,09/02/2015,"✕✕-✕✕, JALAN KEMAJUAN",MULTI-STOREY FACTORY,"1,089 ft²","1,089 ft²",321,"350,000"
petaling-jaya,pj-industrial-park,,,,,,,
petaling-jaya,seksyen-51---seksyen-51a,08/02/2017,"✕, JALAN 51A/225A (ZON INDUSTRI PJCT)",SEMI-D FACTORY,"11,652 ft²","8,972 ft²",762,"8,880,000"
petaling-jaya,seksyen-51---seksyen-51a,06/12/2016,"✕✕, JALAN 51/203A",SEMI-D FACTORY,"13,614 ft²","8,016 ft²",606,"8,250,000"
petaling-jaya,seksyen-51---seksyen-51a,07/11/2016,"✕✕✕, JALAN 51A/223",DETACHED FACTORY,,"33,648 ft²",270,"18,000,000"
petaling-jaya,seksyen-51---seksyen-51a,24/10/2016,"✕✕, JALAN PENCHALA",DETACHED FACTORY,,,414,"40,000,000"
petaling-jaya,seksyen-51---seksyen-51a,21/06/2016,"✕✕✕, JALAN 51A/225",DETACHED FACTORY,"43,208 ft²","42,900 ft²",699,"30,188,679"
petaling-jaya,seksyen-51---seksyen-51a,21/06/2016,"✕✕, JALAN 51/213",DETACHED FACTORY,"23,386 ft²","11,600 ft²",299,"7,000,000"
petaling-jaya,seksyen-51---seksyen-51a,10/06/2016,"✕, LORONG 51A/227C",SEMI-D FACTORY,"15,999 ft²","8,507 ft²",353,"5,650,000"
petaling-jaya,seksyen-51---seksyen-51a,,,,,,,
klang,kj--techno-industrial-park,31/03/2016,"✕✕, LORONG SEGAMBUT 2",TERRACE FACTORY - CORNER LOT,"3,960 ft²","6,005 ft²",316,"1,250,000"
klang,kj--techno-industrial-park,13/05/2015,"✕✕. ✕, LORONG SERI GAMBUT 1",SEMI-D FACTORY,"7,800 ft²","3,021 ft²",295,"2,300,000"
klang,kj--techno-industrial-park,,,,,,,
klang,kampung-pendamar,09/05/2017,"✕, LORONG ZAINAL ABIDIN 13",SEMI-D FACTORY,"18,912 ft²","14,180 ft²",201,"3,800,000"
klang,kampung-pendamar,28/04/2014,"✕, LORONG ZAINAL ABIDIN 13",SEMI-D FACTORY,"18,912 ft²","14,180 ft²",129,"2,440,000"
klang,kampung-pendamar,,,,,,,
klang,bukit-naga-light-industrial-park,15/08/2014,"✕✕ ✕✕, JALAN SUNGAI JELUH 32/191",DETACHED FACTORY,"14,660 ft²","1,819 ft²",336,"4,920,000"
klang,bukit-naga-light-industrial-park,25/07/2014,"✕✕ ✕✕, JALAN SUNGAI JELUH 32/192",SEMI-D FACTORY,"15,231 ft²","4,534 ft²",289,"4,400,000"
klang,bukit-naga-light-industrial-park,,,,,,,
klang,berjaya-industrial-park,01/03/2016,"✕✕ ✕, JALAN SUNGAI KAYU ARA 32/31",SEMI-D FACTORY,"18,266 ft²","6,560 ft²",334,"6,100,000"
klang,berjaya-industrial-park,26/04/2014,"✕, JALAN SUNGAI KAYU ARA 32/37, SEKSYEN 32",DETACHED FACTORY,,,189,"67,470,171"
klang,berjaya-industrial-park,,,,,,,
klang,taman-industri-berjaya,10/03/2015,"✕✕. ✕, JALAN 32/38",DETACHED FACTORY,,"31,413 ft²",240,"15,000,000"
klang,taman-industri-berjaya,24/01/2014,"✕✕ ✕, BERJAYA INDUSTRIAL PARK",DETACHED FACTORY,,,127,"14,500,000"
klang,taman-industri-berjaya,30/12/2013,"✕✕. ✕, JALAN SUNGAI KAYU ARA 32/31, TAMAN INDUSTRIAL BERJAYA",DETACHED FACTORY,,"27,754 ft²",182,"12,500,000"
klang,taman-industri-berjaya,,,,,,,
klang,taman-alam-indah-industrial-park,06/04/2016,"✕✕, JALAN SPRING 34/31, SEKSYEN 34",SEMI-D FACTORY,"19,300 ft²","12,993 ft²",242,"4,680,000"
klang,taman-alam-indah-industrial-park,16/03/2015,"✕✕✕, JALAN SPRING 34/31, SEKSYEN 34",SEMI-D FACTORY,"19,300 ft²","12,993 ft²",227,"4,380,000"
klang,taman-alam-indah-industrial-park,28/01/2014,"✕✕, JALAN SPRING 34/31",SEMI-D FACTORY,"19,300 ft²","12,993 ft²",176,"3,400,000"
klang,taman-alam-indah-industrial-park,,,,,,,
klang,taman-perusahaan-teluk-batu,21/02/2017,"✕✕, JALAN TELUK BATU 9, BATU 4 1/2",TERRACE FACTORY,"1,604 ft²","1,450 ft²",274,"440,000"
klang,taman-perusahaan-teluk-batu,10/10/2016,"✕✕. ✕✕, JALAN TELOK BATU 2",TERRACE FACTORY,"1,873 ft²","2,633 ft²",203,"380,000"
klang,taman-perusahaan-teluk-batu,02/07/2014,"✕✕✕✕, JALAN TELUK BATU 1",TERRACE FACTORY - INTERMEDIATE,"1,873 ft²","3,568 ft²",374,"700,000"
klang,taman-perusahaan-teluk-batu,21/11/2013,"✕✕✕✕, JALAN TELUK BATU 1",TERRACE FACTORY - INTERMEDIATE,"1,873 ft²","3,568 ft²",318,"595,000"
klang,taman-perusahaan-teluk-batu,,,,,,,
klang,alpine-indusrial-area,13/04/2016,"✕✕ ✕, JALAN 34/1A SEKSYEN 34",DETACHED FACTORY,"10,203 ft²","5,328 ft²",88,"900,000"
klang,alpine-indusrial-area,03/12/2014,"✕✕. ✕✕, JALAN SUNGAI KAYU ARA 32/37",DETACHED FACTORY,,,236,"20,300,000"
klang,alpine-indusrial-area,19/02/2014,"✕✕ ✕✕, JALAN INJAP 32/4",TERRACE FACTORY - END LOT,"2,400 ft²","7,336 ft²",729,"1,750,000"
klang,alpine-indusrial-area,17/12/2013,"✕✕(✕✕✕ ✕✕✕✕✕), JLAAN 34/4",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","2,568 ft²",256,"615,000"
klang,alpine-indusrial-area,,,,,,,
klang,p-l-929---930-jalan-sellathevan,09/05/2017,"✕, JALAN 36/41",SEMI-D FACTORY,"16,340 ft²","6,725 ft²",233,"3,800,000"
klang,p-l-929---930-jalan-sellathevan,29/05/2015,"✕, JALAN 36/41",SEMI-D FACTORY,"16,340 ft²","6,725 ft²",203,"3,320,000"
klang,p-l-929---930-jalan-sellathevan,16/10/2014,"✕✕, JALAN 36/41, SEKSYEN 36, SHAH ALAM",SEMI-D FACTORY,"16,415 ft²","6,725 ft²",210,"3,450,000"
klang,p-l-929---930-jalan-sellathevan,05/08/2014,"✕✕, JALAN 36/41",SEMI-D FACTORY,"16,393 ft²","6,725 ft²",230,"3,775,000"
klang,p-l-929---930-jalan-sellathevan,04/08/2014,"✕, JALAN 36/41",SEMI-D FACTORY,"16,340 ft²","6,725 ft²",174,"2,850,000"
klang,p-l-929---930-jalan-sellathevan,04/12/2013,"✕✕, JALAN 36/41",SEMI-D FACTORY,"16,318 ft²","6,725 ft²",205,"3,350,000"
klang,p-l-929---930-jalan-sellathevan,03/09/2013,"✕, JALAN 36/41",SEMI-D FACTORY,"16,264 ft²","6,725 ft²",221,"3,600,000"
klang,p-l-929---930-jalan-sellathevan,,,,,,,
klang,kawasan-industrial-telok-gong,28/02/2017,"✕✕✕✕, KAMPUNG TELOK GONG",WAREHOUSE,,,87,"10,800,000"
klang,kawasan-industrial-telok-gong,21/11/2016,"✕✕ ✕, JALAN IKAN MATA DUYUNG KS10",SEMI-D FACTORY,"21,463 ft²","14,761 ft²",200,"4,300,000"
klang,kawasan-industrial-telok-gong,28/03/2016,"✕✕✕ ✕✕✕✕, -",DETACHED FACTORY,,,65,"9,000,000"
klang,kawasan-industrial-telok-gong,20/03/2015,"✕✕✕✕✕✕✕✕, JALAN IKAN MATA DUYUNG",SEMI-D FACTORY,"25,930 ft²","14,761 ft²",217,"5,620,000"
klang,kawasan-industrial-telok-gong,19/12/2014,"✕✕✕✕✕✕✕✕, JALAN IKAN MATA DUYUNG",SEMI-D FACTORY,"31,883 ft²","15,224 ft²",173,"5,500,000"
klang,kawasan-industrial-telok-gong,09/12/2013,"✕✕ ✕✕✕✕, JALAN UDANG GANTUNG",SEMI-D FACTORY,,"42,248 ft²",86,"6,000,000"
klang,kawasan-industrial-telok-gong,19/11/2013,"✕✕✕✕ ✕, JALAN IKAN MATA DUYUNG",SEMI-D FACTORY,"21,463 ft²","10,387 ft²",196,"4,200,000"
klang,kawasan-industrial-telok-gong,29/10/2013,"✕✕✕✕ ✕, JALAN IKAN MATA DUYUNG",SEMI-D FACTORY,"21,797 ft²","10,387 ft²",194,"4,223,937"
klang,kawasan-industrial-telok-gong,30/01/2013,"✕✕✕✕, JALAN TELOK GONG",DETACHED FACTORY,,"19,200 ft²",43,"4,970,889"
klang,kawasan-industrial-telok-gong,30/01/2013,"✕✕✕✕, JALAN TELOK GONG",DETACHED FACTORY,,,43,"5,029,111"
klang,kawasan-industrial-telok-gong,,,,,,,
klang,syit-100a,05/06/2017,"✕✕✕✕✕, JALAN BUKIT KEMUNING",DETACHED FACTORY,,"2,000 ft²",70,"10,400,000"
klang,syit-100a,25/09/2015,"✕✕ ✕✕✕✕✕, JALAN BUKIT KEMUNING",DETACHED FACTORY,,"17,503 ft²",118,"11,500,000"
klang,syit-100a,30/12/2013,"✕✕ ✕✕✕✕✕✕, BATU 6, JALAN BUKIT KEMUNING",DETACHED FACTORY,,"24,735 ft²",100,"9,740,000"
klang,syit-100a,05/01/2012,"✕✕. ✕, JALAN 34/1A, SEKSYEN 34, AHAH ALAM",SEMI-D FACTORY,"10,207 ft²","4,146 ft²",171,"1,750,000"
klang,syit-100a,19/03/2009,"✕(✕✕✕ ✕✕✕✕✕✕), JALAN SUNGAI TERAP 32/182(BUKIT RIMAU)",SEMI-D FACTORY,"22,798 ft²","13,125 ft²",101,"2,297,800"
klang,syit-100a,19/03/2009,"✕✕, JALAN SUNGAI TERAP 32/182(BUKIT RIMAU)",SEMI-D FACTORY,"22,927 ft²","13,125 ft²",100,"2,304,000"
klang,syit-100a,,,,,,,
klang,elite-33-signature-business-park,03/01/2017,"✕✕ ✕✕, JALAN GITAR 33/3",TERRACE FACTORY,"2,125 ft²","4,143 ft²",847,"1,800,000"
klang,elite-33-signature-business-park,28/01/2015,"✕✕ ✕✕-✕ & ✕✕-✕, JALAN GITAR 33/3",TERRACE FACTORY,"2,000 ft²","3,501 ft²",925,"1,850,000"
klang,elite-33-signature-business-park,15/09/2014,"✕✕, JALAN GITAR 33/3",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,501 ft²","1,000","2,000,000"
klang,elite-33-signature-business-park,24/04/2014,"✕✕, JALAN GITAR 33/3",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,501 ft²",925,"1,850,000"
klang,elite-33-signature-business-park,30/12/2013,"✕✕, JALAN GITAR 33/3, SEKSYEN 33, SHAH ALAM",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,501 ft²",875,"1,750,000"
klang,elite-33-signature-business-park,11/09/2013,"✕✕, JALAN GITAR 33/3",TERRACE FACTORY - INTERMEDIATE,"2,000 ft²","3,501 ft²",900,"1,800,000"
klang,elite-33-signature-business-park,,,,,,,
klang,telok-gong,20/07/2017,"✕✕✕ ✕✕✕✕, JALAN TELOK GONG",DETACHED FACTORY,,,129,"12,500,000"
klang,telok-gong,21/04/2017,"✕✕✕ ✕✕✕✕, OFF JALAN IKAN BAWAL",DETACHED FACTORY,,,122,"18,000,000"
klang,telok-gong,06/10/2016,"✕✕ ✕✕✕✕✕✕, JALAN AIR MATA DUYUNG",SEMI-D FACTORY,"11,564 ft²","4,946 ft²",220,"2,547,417"
klang,telok-gong,04/01/2016,"✕✕✕✕, JALAN TELOK GONG",DETACHED FACTORY,,"33,354 ft²",53,"6,000,000"
klang,telok-gong,30/11/2015,"✕✕✕ ✕✕✕✕✕, JALAN UDANG GANTONG",DETACHED FACTORY,,"24,458 ft²",105,"6,300,000"
klang,telok-gong,09/02/2015,"✕✕, LORONG JALA 14",DETACHED FACTORY,,"18,944 ft²",175,"7,880,000"
klang,telok-gong,15/10/2014,"✕✕✕✕✕, JALAN UDANG GALAH 1",WAREHOUSE,,"39,000 ft²",75,"8,650,000"
klang,telok-gong,20/08/2014,"✕✕✕ ✕✕✕✕✕, JALAN UDANG GANTUNG",DETACHED FACTORY,,"16,240 ft²",52,"3,100,000"
klang,telok-gong,14/07/2014,"✕✕✕ ✕✕✕✕, TELOK GONG",DETACHED FACTORY,,"39,685 ft²",126,"17,980,000"
klang,telok-gong,20/03/2014,"✕✕✕ ✕✕✕✕, OFF JALAN TELOK GONG",DETACHED FACTORY,,,105,"13,000,000"
klang,telok-gong,,,,,,,
klang,nouvelle-kemuning-industrial-park,03/07/2017,"✕✕ ✕✕, JALAN SUNGAI JELUH 32/192",SEMI-D FACTORY,"10,060 ft²","3,634 ft²",408,"4,100,000"
klang,nouvelle-kemuning-industrial-park,05/12/2016,"✕✕ ✕✕, JALAN SUNGAI JELUH 32/192",SEMI-D FACTORY,"10,764 ft²","1,819 ft²",418,"4,500,000"
klang,nouvelle-kemuning-industrial-park,12/03/2015,"✕✕, JALAN SUNGAI JELUH 32/192",SEMI-D FACTORY,"10,064 ft²","5,441 ft²",427,"4,300,000"
klang,nouvelle-kemuning-industrial-park,05/11/2014,"✕✕, JALAN SUNGAI JELUH 32/191",SEMI-D FACTORY,"10,544 ft²","6,439 ft²",439,"4,625,000"
klang,nouvelle-kemuning-industrial-park,26/12/2013,"✕✕, JALAN SUNGAI JELUH 32/192",SEMI-D FACTORY,"11,259 ft²","3,333 ft²",435,"4,900,000"
klang,nouvelle-kemuning-industrial-park,23/12/2013,"✕✕, JALAN SUNGAI JELUH 32/191",SEMI-D FACTORY,"10,549 ft²","3,568 ft²",444,"4,680,000"
klang,nouvelle-kemuning-industrial-park,20/12/2013,"✕, JALAN SUNGAI JELUH 32/191",SEMI-D FACTORY,"14,607 ft²","10,870 ft²",356,"5,200,000"
klang,nouvelle-kemuning-industrial-park,02/08/2013,"✕, JALAN SUNGAI JELUH 32/192",SEMI-D FACTORY,"14,585 ft²","5,498 ft²",343,"5,000,000"
klang,nouvelle-kemuning-industrial-park,26/03/2013,"✕✕✕ ✕✕✕✕✕✕, JALAN SUNGAI JELUH 32/192",SEMI-D FACTORY,"10,053 ft²","1,819 ft²",413,"4,150,000"
klang,nouvelle-kemuning-industrial-park,14/09/2011,"✕✕, JALAN SUNGAI JELUH 32/192",SEMI-D FACTORY,"10,549 ft²","7,437 ft²",374,"3,950,000"
klang,nouvelle-kemuning-industrial-park,,,,,,,
klang,perindustrian-sungai-jati,13/06/2017,"✕, HJ ABD KARIM 29/KS2",DETACHED FACTORY,"15,877 ft²","8,720 ft²",290,"4,600,000"
klang,perindustrian-sungai-jati,17/01/2017,"✕✕, JALAN HJ. ABDUL KARIM 53",TERRACE FACTORY - INTERMEDIATE,"2,056 ft²","2,847 ft²",163,"335,000"
klang,perindustrian-sungai-jati,11/10/2016,"✕✕, JALAN REBANA 3",TERRACE FACTORY - INTERMEDIATE,"2,056 ft²","3,926 ft²",195,"400,000"
klang,perindustrian-sungai-jati,11/10/2016,"✕✕, JALAN REBANA 3",TERRACE FACTORY - INTERMEDIATE,"2,056 ft²","3,926 ft²",97,"200,000"
klang,perindustrian-sungai-jati,18/05/2016,"✕✕ ✕✕, JALAN REBANA 10",TERRACE FACTORY - INTERMEDIATE,"1,970 ft²","2,537 ft²",330,"650,000"
klang,perindustrian-sungai-jati,25/11/2015,"✕✕ ✕, LORONG SERULING 59/1",DETACHED FACTORY,"22,776 ft²","2,937 ft²",231,"5,250,000"
klang,perindustrian-sungai-jati,09/11/2015,"✕✕, JALAN REBANA 10, OFF JALAN SERULING 59",TERRACE FACTORY,"1,970 ft²","2,538 ft²",203,"400,000"
klang,perindustrian-sungai-jati,25/06/2015,"✕, LORONG HAJI ABDUL KARIM 19B",TERRACE FACTORY - CORNER LOT,"2,766 ft²","3,835 ft²",235,"650,000"
klang,black-water-estate,10/07/2017,"✕✕ ✕✕✕✕✕✕, OFF JALAN AIR HITAM",SEMI-D FACTORY,"13,476 ft²","6,890 ft²",223,"3,000,000"
klang,black-water-estate,09/06/2017,"✕, JALAN PERMATA 9A/KS09",SEMI-D FACTORY,"13,003 ft²","4,190 ft²",204,"2,650,000"
klang,perindustrian-sungai-jati,15/04/2015,"✕✕. ✕, JALAN REBANA",TERRACE FACTORY - INTERMEDIATE,"1,970 ft²","2,537 ft²",249,"490,000"
klang,perindustrian-sungai-jati,23/03/2015,"✕✕, JALAN HJ ABDUL KARIM 33",TERRACE FACTORY - INTERMEDIATE,"2,056 ft²","2,683 ft²",185,"380,000"
klang,perindustrian-sungai-jati,,,,,,,
klang,black-water-estate,23/05/2017,"✕, JALAN PERMATA 9/KS09",SEMI-D FACTORY,"14,434 ft²","6,370 ft²",269,"3,880,000"
klang,black-water-estate,18/04/2017,"✕✕, JALAN PERTAMA 9A/KS09",SEMI-D FACTORY,"19,633 ft²","11,470 ft²",199,"3,900,000"
klang,black-water-estate,15/03/2017,"✕✕✕ ✕✕✕✕✕✕, JALAN SEMPADAN BATU 7 SIJANGKANG",DETACHED FACTORY,,0 ft²,30,"33,000,000"
klang,black-water-estate,21/10/2016,"✕, JALAN PERMATA 9A/KS9",SEMI-D FACTORY,"21,086 ft²","9,286 ft²",156,"3,286,000"
klang,black-water-estate,20/03/2015,"✕✕ ✕✕, JALAN PERMATA 8",TERRACE FACTORY,"1,916 ft²",0 ft²,78,"150,000"
klang,black-water-estate,11/07/2014,"✕✕, JALAN PERTAMA 9A/KS09",SEMI-D FACTORY,"19,633 ft²","11,470 ft²",169,"3,326,300"
klang,black-water-estate,11/07/2014,"✕✕✕✕✕✕, JALAN PERMATA 9A/KS9",SEMI-D FACTORY,"19,892 ft²","11,470 ft²",153,"3,039,550"
klang,black-water-estate,18/06/2014,"✕✕✕✕✕✕, JALAN PERMATA 9A/KS9",SEMI-D FACTORY,"19,892 ft²","11,470 ft²",153,"3,039,550"
klang,black-water-estate,,,,,,,
klang,taman-perindustrian-air-hitam,25/05/2017,"✕✕, JALAN PERMATA 2A/KS9",SEMI-D FACTORY,"18,460 ft²","10,400 ft²",260,"4,800,000"
klang,taman-perindustrian-air-hitam,11/04/2017,"✕, JALAN PERMATA 2A/KS9",SEMI-D FACTORY,"18,180 ft²","8,125 ft²",264,"4,800,000"
klang,taman-perindustrian-air-hitam,28/10/2016,"✕✕, JALAN PERMATA 2",TERRACE FACTORY - INTERMEDIATE,"2,077 ft²","3,519 ft²",289,"600,000"
klang,taman-perindustrian-air-hitam,14/07/2015,"✕, JALAN PERMATA 2B/KS9",SEMI-D FACTORY,"17,760 ft²","10,400 ft²",270,"4,800,000"
klang,taman-perindustrian-air-hitam,24/06/2015,"✕, JALAN PERMATA 2B/KS9",SEMI-D FACTORY,"12,249 ft²","7,500 ft²",302,"3,700,000"
klang,taman-perindustrian-air-hitam,04/03/2015,"✕✕, JALAN PERMATA 8/KS09",TERRACE FACTORY - INTERMEDIATE,"1,916 ft²","3,364 ft²",78,"150,000"
klang,taman-perindustrian-air-hitam,04/03/2015,"✕✕, JALAN PERMATA 8/KS09",TERRACE FACTORY - INTERMEDIATE,"1,916 ft²","3,364 ft²",78,"150,000"
klang,taman-perindustrian-air-hitam,22/12/2014,"✕, JALAN PERMATA 2B/KS9",SEMI-D FACTORY,"17,760 ft²","10,400 ft²",273,"4,850,000"
klang,taman-perindustrian-air-hitam,18/06/2014,"✕✕, JALAN PERMATA 9A/KS9",SEMI-D FACTORY,"19,504 ft²","11,470 ft²",176,"3,441,000"
klang,taman-perindustrian-air-hitam,30/12/2013,"✕, JALAN PERMATA 2A",SEMI-D FACTORY,"18,320 ft²","8,125 ft²",248,"4,550,000"
klang,taman-perindustrian-air-hitam,,,,,,,
klang,taman-klang-jaya,19/07/2017,"✕✕, JALAN SERULING 58",SEMI-D FACTORY,"9,752 ft²","4,976 ft²",308,"3,000,000"
klang,taman-klang-jaya,25/04/2017,"✕✕. ✕✕, JALAN SERUNAI 16",SEMI-D FACTORY,"4,645 ft²","2,937 ft²",237,"1,100,000"
klang,taman-klang-jaya,07/02/2017,"✕✕ ✕✕, JALAN REBENA 3",TERRACE FACTORY,"2,056 ft²","3,926 ft²",388,"798,000"
klang,taman-klang-jaya,28/12/2016,"✕✕✕, JALAN SERUNAI 1",SEMI-D FACTORY,"5,376 ft²","3,346 ft²",316,"1,700,000"
klang,taman-klang-jaya,18/11/2016,"✕✕, JALAN REBENA 3",TERRACE FACTORY - INTERMEDIATE,"2,056 ft²","3,926 ft²",365,"750,000"
klang,taman-klang-jaya,11/11/2016,"✕✕, JALAN REBENA 3",TERRACE FACTORY - INTERMEDIATE,"2,056 ft²","3,926 ft²",333,"685,000"
klang,taman-klang-jaya,24/08/2016,"✕✕ ✕✕, JALAN SERUNAI 16",SEMI-D FACTORY,"5,000 ft²","2,937 ft²",330,"1,650,000"
klang,taman-klang-jaya,12/07/2016,"✕✕✕, JALAN SERUNAI 1",SEMI-D FACTORY,"5,376 ft²","3,346 ft²",186,"1,000,000"
klang,taman-klang-jaya,05/05/2016,"✕✕✕✕, JALAN SERULING 59",DETACHED FACTORY,,"43,118 ft²",101,"13,200,000"
klang,taman-klang-jaya,31/12/2015,"✕✕, JALAN SERUNAI 16",SEMI-D FACTORY,"4,753 ft²","2,937 ft²",274,"1,300,000"
klang,taman-klang-jaya,,,,,,,
klang,pulau-indah-industrial-park,14/07/2017,"✕✕✕, JALAN PERIGI NANAS 8/10, SEKSYEN 12, FASA 1B",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,034 ft²",188,"450,000"
klang,pulau-indah-industrial-park,30/06/2017,"✕✕✕, JALAN SUNGAI PINANG 5/6",SEMI-D FACTORY,"10,086 ft²","4,570 ft²",119,"1,200,000"
klang,pulau-indah-industrial-park,21/06/2017,"✕✕, JALAN PERIGI NENAS 8/10",TERRACE FACTORY,"2,400 ft²","3,034 ft²",158,"380,000"
klang,pulau-indah-industrial-park,11/05/2017,"✕✕✕ ✕✕✕(✕), JALAN SUNGAI PINANG 5/6",TERRACE FACTORY - CORNER LOT,"3,401 ft²","1,230 ft²",118,"400,000"
klang,pulau-indah-industrial-park,24/03/2017,"✕✕ ✕✕, JALAN PERIGI NENAS 8/10",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,034 ft²",129,"310,000"
klang,pulau-indah-industrial-park,17/03/2017,"✕✕✕, JALAN PERIGI NENAS 8/10",TERRACE FACTORY - CORNER LOT,"5,251 ft²","3,011 ft²",72,"380,000"
klang,pulau-indah-industrial-park,22/02/2017,"✕✕✕ ✕✕, JALAN SUNGAI PINANG 5/5",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,230 ft²",81,"162,500"
klang,pulau-indah-industrial-park,22/02/2017,"✕✕✕ ✕✕, JALAN SUNGAI PINANG 5/5",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,230 ft²",81,"162,500"
klang,pulau-indah-industrial-park,22/02/2017,"✕✕✕ ✕✕, JALAN SUNGAI PINANG 5/5",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,230 ft²",81,"162,500"
klang,pulau-indah-industrial-park,22/02/2017,"✕✕, JALAN SUNGAI PINANG 5/5",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,230 ft²",81,"162,500"
klang,pulau-indah-industrial-park,,,,,,,
klang,bandar-armada-putra,04/09/2017,"✕✕, JALAN SUNGAI CHANDONG 19",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,062 ft²",100,"200,000"
klang,bandar-armada-putra,14/02/2017,"✕✕, LORONG SUNGAI CHONGDONG",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","1,328 ft²",10,"20,000"
klang,bandar-armada-putra,30/09/2016,"✕, JALAN SUNGAI CHANDONG 18",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,062 ft²",72,"145,000"
klang,bandar-armada-putra,30/09/2016,"✕, JALAN SUNGAI CHANDONG 18",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,062 ft²",72,"145,000"
klang,bandar-armada-putra,30/09/2016,"✕, JALAN SUNGAI CHANDONG 19",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,062 ft²",72,"145,000"
klang,bandar-armada-putra,08/06/2016,"✕✕, JALAN SUNGAI CHANDONG 18",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,062 ft²",72,"145,000"
klang,bandar-armada-putra,03/03/2016,"✕✕ ✕✕, JALAN SUNGAI CHANDONG 16",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,062 ft²",65,"130,000"
klang,bandar-armada-putra,11/01/2016,"✕✕, JALAN SUNGAI CHANDONG 19",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,062 ft²",75,"150,000"
klang,bandar-armada-putra,04/12/2015,"✕✕✕✕ ✕✕, JALAN SUNGAI CHANDONG 11D",TERRACE FACTORY - CORNER LOT,"2,842 ft²","1,404 ft²",106,"300,900"
klang,bandar-armada-putra,16/10/2015,"✕✕, JALAN SUNGAI CHANDONG 18E",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,062 ft²",122,"245,000"
klang,bandar-armada-putra,,,,,,,
rawang,taman-perindustrian-hijau-rawang,10/12/2015,"✕, JALAN PERINDUSTRIAN HIJAU 4",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,517 ft²",325,"650,000"
