City,SubArea,Date,Address,BuildingType,LandArea,BuiltUp,PricePsf,Price
selayang,taman-selayang-utama,28/11/2013,"✕, JALAN SU 27",TERRACE FACTORY - INTERMEDIATE,"2,164 ft²","2,400 ft²",453,"980,000"
selayang,taman-selayang-utama,,,,,,,
kajang,kawasan-perusahaan-sungai-chua,11/09/2017,"✕✕. ✕✕, JALAN SC 5/E",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","1,276 ft²",62,"100,000"
kajang,kawasan-perusahaan-sungai-chua,26/07/2017,"✕✕, JALAN SC 4",TERRACE FACTORY - INTERMEDIATE,"3,003 ft²","2,970 ft²",300,"900,000"
kajang,kawasan-perusahaan-sungai-chua,15/06/2017,"✕, JALAN SC 8",SEMI-D FACTORY,"10,710 ft²","7,744 ft²",327,"3,500,000"
kajang,kawasan-perusahaan-sungai-chua,15/06/2017,"✕✕, JALAN SC 8",SEMI-D FACTORY,"10,710 ft²","7,744 ft²",327,"3,500,000"
kajang,kawasan-perusahaan-sungai-chua,23/05/2017,"✕✕ ✕✕, JALAN SC 8",SEMI-D FACTORY,"12,368 ft²","7,744 ft²",235,"2,908,000"
kajang,kawasan-perusahaan-sungai-chua,22/05/2017,"✕, JALAN SC 1",SEMI-D FACTORY,"8,396 ft²","4,040 ft²",345,"2,900,000"
kajang,kawasan-perusahaan-sungai-chua,17/05/2017,"✕✕. ✕✕, JALAN SC/2",TERRACE FACTORY - INTERMEDIATE,"3,003 ft²","2,970 ft²",330,"990,000"
kajang,kawasan-perusahaan-sungai-chua,09/05/2017,"✕✕ ✕✕, JALAN SC/ 2",TERRACE FACTORY - INTERMEDIATE,"3,003 ft²","2,970 ft²",346,"1,038,000"
kajang,kawasan-perusahaan-sungai-chua,03/05/2017,"✕✕, JALAN SC 6",SEMI-D FACTORY,"10,645 ft²","7,564 ft²",440,"4,680,800"
kajang,kawasan-perusahaan-sungai-chua,03/04/2017,"✕✕. ✕, JALAN SC 2",TERRACE FACTORY - INTERMEDIATE,"3,003 ft²","2,970 ft²",300,"900,000"
kajang,kawasan-perusahaan-sungai-chua,,,,,,,
selayang,kawasan-perusahaan-ringan-batu-caves,20/06/2017,"✕✕.✕✕, JALAN SESAMA",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","4,360 ft²",800,"1,800,000"
selayang,kawasan-perusahaan-ringan-batu-caves,03/10/2014,"✕✕, JALAN SESAMA",TERRACE FACTORY - INTERMEDIATE,"2,336 ft²","5,485 ft²",471,"1,100,000"
selayang,kawasan-perusahaan-ringan-batu-caves,07/03/2014,"✕✕, JALAN SESAMA",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","5,485 ft²",711,"1,600,000"
selayang,kawasan-perusahaan-ringan-batu-caves,11/02/2014,"✕✕.✕✕, LORONG PERUSAHAAN RINGAN 1",TERRACE FACTORY - INTERMEDIATE,"4,534 ft²","2,626 ft²",331,"1,500,000"
selayang,kawasan-perusahaan-ringan-batu-caves,26/12/2013,"✕✕, JALAN SESAMA",TERRACE FACTORY - INTERMEDIATE,"2,250 ft²","5,485 ft²",667,"1,500,000"
selayang,kawasan-perusahaan-ringan-batu-caves,,,,,,,
selayang,taman-bidara,27/03/2017,"✕✕. ✕, JALAN 2/4",TERRACE FACTORY - INTERMEDIATE,"2,454 ft²","2,730 ft²",795,"1,950,000"
selayang,taman-bidara,18/08/2016,"✕✕. ✕✕, JALAN 2/5",TERRACE FACTORY - INTERMEDIATE,"2,454 ft²","2,730 ft²",530,"1,300,000"
selayang,taman-bidara,10/08/2016,"✕✕, JALAN BIDARA 2/5",TERRACE FACTORY - INTERMEDIATE,"2,454 ft²",700 ft²,469,"1,150,000"
selayang,taman-bidara,10/08/2016,"✕✕. ✕✕, JALAN 2/5",TERRACE FACTORY,"2,454 ft²","2,730 ft²",469,"1,150,000"
selayang,taman-bidara,19/08/2015,"✕✕.✕✕, JALAN BIDARA 1",TERRACE FACTORY - INTERMEDIATE,"2,454 ft²","2,730 ft²",562,"1,380,000"
selayang,taman-bidara,22/10/2013,"✕✕.✕✕, JALAN BIDARA 1",TERRACE FACTORY - INTERMEDIATE,"2,454 ft²","2,730 ft²",371,"910,000"
selayang,taman-bidara,,,,,,,
selayang,prima-selayang,18/09/2017,"✕✕.✕ (✕✕✕ ✕✕), JALAN PS 3",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","2,250 ft²",516,"825,000"
selayang,prima-selayang,16/01/2017,"✕✕.✕(✕✕✕ ✕✕), JALAN PS 3",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","2,250 ft²",344,"550,000"
selayang,prima-selayang,16/01/2017,"✕✕.✕(✕✕✕ ✕✕), JALAN PS 3",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","2,250 ft²",344,"550,000"
selayang,prima-selayang,16/01/2017,"✕✕.✕ (✕✕✕ ✕✕), JALAN PS 3",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","2,250 ft²",344,"550,000"
selayang,prima-selayang,28/07/2016,"✕, JALAN PS 3",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","2,250 ft²",281,"450,000"
selayang,prima-selayang,11/09/2014,"✕✕, JALAN PS 4",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","1,450 ft²",250,"400,000"
selayang,prima-selayang,15/08/2014,"✕✕, JALAN PS 4",TERRACE FACTORY,"3,960 ft²","3,437 ft²",379,"1,500,000"
selayang,prima-selayang,09/06/2014,"✕✕. ✕✕, JALAN PS 3",TERRACE FACTORY - INTERMEDIATE,"1,600 ft²","1,450 ft²",175,"280,000"
selayang,prima-selayang,09/05/2014,"✕, PRIMA SELAYANG",TERRACE FACTORY,"1,600 ft²","1,450 ft²",250,"400,000"
selayang,prima-selayang,25/03/2014,"✕✕, JALAN PS 3",TERRACE FACTORY,"1,600 ft²","1,450 ft²",188,"300,000"
selayang,prima-selayang,,,,,,,
selayang,taman-selayang-baru,18/05/2017,"✕✕✕✕✕, JALAN 4",DETACHED FACTORY,"33,390 ft²","12,065 ft²",299,"10,000,000"
selayang,taman-selayang-baru,16/01/2017,"✕✕✕✕✕ & ✕✕✕✕✕, JALAN 4",DETACHED FACTORY,"10,838 ft²","18,828 ft²",240,"2,601,120"
selayang,taman-selayang-baru,16/01/2017,"✕✕✕✕✕ & ✕✕✕✕✕, JALAN 4",DETACHED FACTORY,"16,989 ft²","18,828 ft²",240,"4,077,120"
selayang,taman-selayang-baru,16/12/2016,"✕✕✕✕✕, JALAN 2",DETACHED FACTORY,"40,047 ft²","9,380 ft²",287,"11,500,000"
selayang,taman-selayang-baru,12/04/2016,"✕✕✕✕✕, JALAN 2",WAREHOUSE,"37,790 ft²","1,606 ft²",78,"2,952,579"
selayang,taman-selayang-baru,12/10/2015,"✕✕✕✕✕(✕✕ ✕✕✕✕✕), JALAN SELAYANG BARU",DETACHED FACTORY,"34,003 ft²","33,920 ft²",382,"13,000,000"
selayang,taman-selayang-baru,05/02/2015,"✕✕✕✕✕&✕✕✕✕✕, JALAN 2",DETACHED FACTORY,"5,407 ft²","19,200 ft²","1,147","6,200,000"
selayang,taman-selayang-baru,26/12/2013,"✕✕.✕✕✕✕✕ & ✕✕✕✕✕, OFF JALAN RAWANG - IPOH",DETACHED FACTORY,"13,509 ft²","8,985 ft²",740,"10,000,000"
selayang,taman-selayang-baru,25/11/2013,"✕✕✕✕, JALAN BESAR",DETACHED FACTORY,"17,550 ft²","14,487 ft²",303,"5,311,846"
selayang,taman-selayang-baru,25/11/2013,"✕✕✕✕, JALAN BESAR",DETACHED FACTORY,"23,749 ft²","10,074 ft²",303,"7,188,154"
selayang,taman-selayang-baru,,,,,,,
selayang,kawasan-perindustrian-selayang-indah,08/12/2016,"✕✕.✕, JALAN INDAH 10A",TERRACE FACTORY - INTERMEDIATE,"1,320 ft²","2,510 ft²",553,"730,000"
selayang,kawasan-perindustrian-selayang-indah,07/11/2016,"✕✕, JALAN INDAH 10D",TERRACE FACTORY - INTERMEDIATE,"1,496 ft²","1,900 ft²",702,"1,050,000"
selayang,kawasan-perindustrian-selayang-indah,18/01/2016,"✕✕.✕✕, JALAN INDAH 10B",TERRACE FACTORY - INTERMEDIATE,"2,317 ft²","2,398 ft²",539,"1,250,000"
selayang,kawasan-perindustrian-selayang-indah,11/08/2015,"✕✕, JALAN INDAH 10D",TERRACE FACTORY - INTERMEDIATE,"1,496 ft²","1,900 ft²",735,"1,100,000"
selayang,kawasan-perindustrian-selayang-indah,04/06/2015,"✕✕, JALAN INDAH 10E",TERRACE FACTORY - INTERMEDIATE,"1,899 ft²","1,992 ft²",442,"840,000"
selayang,kawasan-perindustrian-selayang-indah,29/05/2015,"✕✕, JALAN INDAH 10D",TERRACE FACTORY - INTERMEDIATE,"1,899 ft²","1,900 ft²",527,"1,000,000"
selayang,kawasan-perindustrian-selayang-indah,05/09/2013,"✕✕, JALAN INDAH 10B",TERRACE FACTORY - INTERMEDIATE,"1,797 ft²","1,900 ft²",779,"1,400,000"
selayang,kawasan-perindustrian-selayang-indah,05/09/2013,"✕✕, JALAN INDAH 10B",TERRACE FACTORY - CORNER LOT,"3,185 ft²","2,867 ft²",879,"2,800,000"
selayang,kawasan-perindustrian-selayang-indah,,,,,,,
selayang,amari-business-park,10/08/2016,"✕✕✕ ✕✕, JALAN PERUSAHAAN 1",SEMI-D FACTORY,"9,411 ft²","1,231 ft²",956,"9,000,000"
selayang,amari-business-park,23/03/2016,"✕✕✕ ✕✕, JALAN PERUSAHAAN AMARI",SEMI-D FACTORY,"18,902 ft²","11,569 ft²",661,"12,500,000"
selayang,amari-business-park,14/01/2016,"✕✕, JALAN PERUSAHAAN 1",SEMI-D FACTORY,"7,210 ft²","11,240 ft²",888,"6,400,000"
selayang,amari-business-park,23/10/2015,"✕✕✕ ✕✕, JALAN PERUSAHAAN AMARI",SEMI-D FACTORY,"12,751 ft²","13,783 ft²",781,"9,961,279"
selayang,amari-business-park,23/10/2015,"✕✕✕ ✕✕, JALAN PERUSAHAAN AMARI",SEMI-D FACTORY,"18,902 ft²","11,569 ft²",535,"10,115,644"
selayang,amari-business-park,14/07/2014,"✕, JALAN PERUSAHAAN 1",SEMI-D FACTORY,"7,227 ft²","7,532 ft²",899,"6,500,000"
selayang,amari-business-park,27/02/2014,"✕✕, OO JALAN PERUSAHAAN 1",SEMI-D FACTORY,"7,210 ft²","11,240 ft²",735,"5,300,080"
selayang,amari-business-park,23/01/2014,"✕✕✕ ✕✕✕, JALAN PERUSAHAAN AMARI",SEMI-D FACTORY,"6,632 ft²","3,372 ft²",619,"4,107,800"
selayang,amari-business-park,16/01/2014,"✕✕✕ ✕✕, JALAN PERUSAHAAN AMARI",SEMI-D FACTORY,"7,210 ft²","1,217 ft²",645,"4,652,000"
selayang,amari-business-park,17/12/2013,"✕✕, JALAN PERUSAHAAN AMARI",SEMI-D FACTORY,"7,210 ft²","11,240 ft²",626,"4,512,440"
selayang,amari-business-park,,,,,,,
semenyih,bandar-rinching,13/07/2017,"✕ (✕✕✕ ✕✕✕), JALAN 6/12",SEMI-D FACTORY,,"23,142 ft²",143,"7,200,000"
semenyih,bandar-rinching,05/05/2017,"✕✕, JALAN 6/2 SEKSYEN 6",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,491 ft²",264,"528,000"
semenyih,bandar-rinching,07/11/2016,"✕✕. ✕, JALAN 6/11",SEMI-D FACTORY,"16,240 ft²","5,869 ft²",216,"3,500,000"
semenyih,bandar-rinching,05/08/2016,"✕✕. ✕, JALAN 6/2A",SEMI-D FACTORY,"10,902 ft²","3,809 ft²",216,"2,350,000"
semenyih,bandar-rinching,15/03/2016,"✕, JALAN 6/3, SEKSYEN 6",TERRACE FACTORY - CORNER LOT,"3,305 ft²","2,450 ft²",175,"580,000"
semenyih,bandar-rinching,28/01/2015,"✕, JALAN 6/2A, SEKSYEN 6, BANDAR RINCHING",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,450 ft²",210,"420,000"
semenyih,bandar-rinching,16/12/2014,"✕, JALAN 6/4, SEKSYEN 6, BANDAR RINCHING",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,450 ft²",200,"400,000"
semenyih,bandar-rinching,16/05/1999,"✕✕, JALAN 6/3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,450 ft²",112,"225,000"
semenyih,bandar-rinching,16/05/1997,"✕✕, JALAN 6/3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,450 ft²",112,"225,000"
semenyih,bandar-rinching,30/04/1997,"✕✕, JALAN 6/3",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,450 ft²",110,"220,000"
semenyih,bandar-rinching,,,,,,,
semenyih,semenyih-hi-tech-5,09/08/2017,"✕✕, JALAN 1",SEMI-D FACTORY,"18,964 ft²","3,870 ft²",124,"2,360,000"
semenyih,semenyih-hi-tech-5,17/07/2017,"✕✕, JALAN 7",SEMI-D FACTORY,"11,255 ft²","3,538 ft²",169,"1,900,000"
semenyih,semenyih-hi-tech-5,01/08/2016,"✕✕. ✕✕, JALAN HI-TECH 5",SEMI-D FACTORY,"14,882 ft²","6,289 ft²",158,"2,350,000"
semenyih,semenyih-hi-tech-5,11/07/2016,"✕✕, JALAN 5",SEMI-D FACTORY,"16,493 ft²","3,920 ft²",164,"2,700,000"
semenyih,semenyih-hi-tech-5,02/10/2015,"✕✕ ✕, JALAN 3",SEMI-D FACTORY,"13,657 ft²","4,844 ft²",168,"2,300,000"
semenyih,semenyih-hi-tech-5,11/08/2015,"✕, JALAN 5",SEMI-D FACTORY,"12,600 ft²","3,920 ft²",159,"2,000,000"
semenyih,semenyih-hi-tech-5,30/12/2014,"✕✕ ✕, JALAN 1",SEMI-D FACTORY,"24,872 ft²","3,870 ft²",113,"2,800,000"
semenyih,semenyih-hi-tech-5,27/07/2012,"✕✕ ✕✕, JALAN 3",SEMI-D FACTORY,"16,367 ft²","4,844 ft²",135,"2,203,000"
semenyih,semenyih-hi-tech-5,20/07/2012,"✕✕ ✕✕, JALAN 1",SEMI-D FACTORY,"13,657 ft²","4,844 ft²",155,"2,123,000"
semenyih,semenyih-hi-tech-5,30/04/2012,"✕✕, JALAN 5",SEMI-D FACTORY,"12,053 ft²","3,920 ft²",144,"1,733,000"
semenyih,semenyih-hi-tech-5,,,,,,,
semenyih,semtec-park-semenyih,27/07/2017,"✕✕, JALAN SEMTEC PARK 3",SEMI-D FACTORY,"14,800 ft²","2,325 ft²",169,"2,500,000"
semenyih,semtec-park-semenyih,14/07/2017,"✕, JALAN SEMTEC 5",SEMI-D FACTORY,"11,550 ft²","2,325 ft²",182,"2,100,000"
semenyih,semtec-park-semenyih,03/02/2017,"✕✕, JALAN SEMTEC 3",SEMI-D FACTORY,"14,800 ft²","2,325 ft²",176,"2,600,000"
semenyih,semtec-park-semenyih,02/11/2015,"✕✕, JALAN SEMTEC 4",SEMI-D FACTORY,"11,550 ft²","2,325 ft²",190,"2,200,000"
semenyih,semtec-park-semenyih,13/10/2015,"✕, JALAN SEMTEC PARK 4",SEMI-D FACTORY,"11,550 ft²","2,325 ft²",208,"2,400,000"
semenyih,semtec-park-semenyih,10/06/2015,"✕✕, JALAN SEMTEC 4",SEMI-D FACTORY,"11,550 ft²","2,325 ft²",190,"2,200,000"
semenyih,semtec-park-semenyih,27/05/2015,"✕, JALAN SEMTEC 3",SEMI-D FACTORY,"18,922 ft²","4,019 ft²",148,"2,800,000"
semenyih,taman-industri-mega,17/07/2017,"✕✕, JALAN MEGA B",DETACHED FACTORY,"34,746 ft²","3,312 ft²",158,"5,500,000"
semenyih,taman-industri-mega,10/04/2017,"✕✕/✕✕, PERSIARAN MEGA A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","3,812 ft²",344,"688,000"
semenyih,taman-industri-mega,03/04/2017,"✕✕/✕✕, PERSIARAN MEGA A",TERRACE FACTORY - CORNER LOT,"4,467 ft²","8,122 ft²",276,"1,235,000"
semenyih,semtec-park-semenyih,30/12/2013,"✕✕, JALAN SEMTEC PARK 4",SEMI-D FACTORY,"11,550 ft²","2,325 ft²",147,"1,700,000"
semenyih,semtec-park-semenyih,30/12/2013,"✕✕, JALAN SEMTEC PARK 4",SEMI-D FACTORY,"11,550 ft²","2,325 ft²",173,"2,000,000"
semenyih,semtec-park-semenyih,17/10/2013,"✕✕, JALAN SEMTEC PARK",SEMI-D FACTORY,"14,800 ft²","4,019 ft²",155,"2,300,000"
semenyih,semtec-park-semenyih,,,,,,,
semenyih,taman-industri-mega,28/09/2016,"✕✕ ✕, JALAN MEGA 1A",SEMI-D FACTORY,"8,105 ft²","3,922 ft²",247,"2,000,000"
semenyih,taman-industri-mega,26/09/2016,"✕✕/✕✕, JALAN PERSIARAN MEGA A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","3,812 ft²",325,"650,000"
semenyih,taman-industri-mega,11/12/2015,"✕✕, JALAN MEGA 1A",SEMI-D FACTORY,"8,417 ft²","3,922 ft²",285,"2,400,000"
semenyih,taman-industri-mega,09/10/2015,"✕✕/✕✕, JALAN PERSIARAN MEGA A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","3,812 ft²",325,"650,000"
semenyih,taman-industri-mega,02/10/2015,"✕✕✕ ✕✕, MEGA 22",SEMI-D FACTORY,"9,741 ft²","3,984 ft²",293,"2,850,000"
semenyih,taman-industri-mega,05/09/2015,"✕✕, JALAN MEGA 2A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","3,812 ft²",280,"560,000"
semenyih,taman-industri-mega,04/08/2015,"✕✕ & ✕✕✕, JALAN MEGA 2A",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","3,812 ft²",340,"680,000"
semenyih,taman-industri-mega,,,,,,,
semenyih,taman-sri-haneco,02/08/2017,"✕✕, JALAN SRI HANECO 1/10",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","2,000 ft²",249,"399,000"
semenyih,taman-sri-haneco,07/03/2017,"✕✕, JALAN SRI HANECO 1/12",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","2,000 ft²",175,"280,000"
semenyih,taman-sri-haneco,02/12/2016,"✕✕, JALAN SRI HANECO 1/4",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","3,060 ft²",281,"450,000"
semenyih,taman-sri-haneco,11/07/2016,"✕✕, JALAN SRI HANECO 1/8",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","2,000 ft²",137,"220,000"
semenyih,taman-sri-haneco,25/03/2016,"✕✕, SRI HANECO 1/4",TERRACE FACTORY - END LOT,"1,604 ft²","3,060 ft²",256,"410,000"
semenyih,taman-sri-haneco,22/01/2016,"✕, JALAN SRI HANECO 1/6",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,425 ft²",245,"490,000"
semenyih,taman-sri-haneco,15/12/2015,"✕, JALAN SRI HANECO 1/14",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","2,000 ft²",234,"375,000"
semenyih,taman-sri-haneco,01/12/2015,"✕, JALAN SRI HANECO 1/4",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,411 ft²",250,"500,000"
semenyih,taman-sri-haneco,04/09/2015,"✕✕, JALAN SRI HANECO 1/10",TERRACE FACTORY - INTERMEDIATE,"1,604 ft²","2,000 ft²",212,"340,000"
semenyih,taman-sri-haneco,01/07/2015,"✕✕, JALAN SRI HANECO 1/6",TERRACE FACTORY - INTERMEDIATE,"2,002 ft²","2,404 ft²",200,"400,000"
semenyih,taman-sri-haneco,,,,,,,
semenyih,lekas-teknologi-park,28/08/2017,"✕✕, JALAN BESI 1/2",SEMI-D FACTORY,"8,962 ft²","2,843 ft²",211,"1,888,880"
semenyih,lekas-teknologi-park,23/06/2015,"✕✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"16,100 ft²","3,488 ft²",176,"2,828,888"
semenyih,lekas-teknologi-park,13/02/2015,"✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"10,125 ft²","2,843 ft²",225,"2,278,888"
semenyih,lekas-teknologi-park,11/11/2014,"✕✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"9,871 ft²","2,843 ft²",213,"2,098,888"
semenyih,lekas-teknologi-park,05/11/2014,"✕✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"9,475 ft²","2,843 ft²",211,"1,998,888"
semenyih,lekas-teknologi-park,20/10/2014,"✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"10,125 ft²","2,843 ft²",213,"2,158,888"
semenyih,lekas-teknologi-park,03/10/2014,"✕✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"9,607 ft²","2,843 ft²",213,"2,048,888"
semenyih,lekas-teknologi-park,03/10/2014,"✕✕✕ ✕✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"8,844 ft²","2,843 ft²",215,"1,898,888"
semenyih,lekas-teknologi-park,05/08/2014,"✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"10,125 ft²","2,843 ft²",213,"2,158,888"
semenyih,lekas-teknologi-park,05/08/2014,"✕✕, OFF JALAN BANGI LAMA",SEMI-D FACTORY,"9,343 ft²","2,843 ft²",213,"1,988,888"
semenyih,lekas-teknologi-park,,,,,,,
semenyih,semenyih-hi-tech-6-industrial-park,02/05/2017,"✕✕-✕✕✕, BELAKANG SEMENYIH PERMATA",SEMI-D FACTORY,"11,590 ft²","3,937 ft²",149,"1,725,000"
semenyih,semenyih-hi-tech-6-industrial-park,15/06/2016,"✕✕ ✕✕, JALAN HI TECH 6/1",SEMI-D FACTORY,"16,277 ft²","5,280 ft²",138,"2,250,000"
semenyih,semenyih-hi-tech-6-industrial-park,19/10/2015,"✕✕ ✕✕✕, BELAKANG SEMENYIH PERMATA",SEMI-D FACTORY,"11,040 ft²","3,730 ft²",170,"1,880,000"
semenyih,semenyih-hi-tech-6-industrial-park,25/03/2015,"✕✕-✕✕✕, BELAKANG SEMENYIH PERMATA",SEMI-D FACTORY,"14,338 ft²","4,389 ft²",181,"2,588,000"
semenyih,semenyih-hi-tech-6-industrial-park,10/12/2014,"✕✕ ✕✕✕, BELAKANG SEMENYIH PERMATA",SEMI-D FACTORY,"11,776 ft²","4,484 ft²",178,"2,100,000"
semenyih,semenyih-hi-tech-6-industrial-park,29/09/2014,"✕✕. ✕, JALAN HI-TECH 5",SEMI-D FACTORY,"14,800 ft²","6,316 ft²",203,"3,000,000"
semenyih,semenyih-hi-tech-6-industrial-park,26/08/2014,"✕✕-✕✕✕, BELAKANG SEMENYIH PERMATA",SEMI-D FACTORY,"14,365 ft²","4,389 ft²",159,"2,288,000"
semenyih,semenyih-hi-tech-6-industrial-park,05/08/2014,"✕✕-✕✕✕, BELAKANG SEMENYIH PERMATA",SEMI-D FACTORY,"19,010 ft²","4,389 ft²",130,"2,478,000"
semenyih,semenyih-hi-tech-6-industrial-park,23/06/2014,"✕✕-✕ ✕, JALAN HI-TECH 5",SEMI-D FACTORY,"19,558 ft²","5,283 ft²",146,"2,850,000"
semenyih,semenyih-hi-tech-6-industrial-park,26/03/2014,"✕✕-✕✕✕, BELAKANG SEMENYIH PERMATA",SEMI-D FACTORY,"12,350 ft²","4,484 ft²",173,"2,138,000"
semenyih,semenyih-hi-tech-6-industrial-park,,,,,,,
semenyih,villaraya-industrial-park,12/09/2017,"✕✕✕, JALAN VILLARAYA 1/3A",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,090 ft²",162,"388,000"
semenyih,villaraya-industrial-park,07/08/2017,"✕✕✕, JALAN VILLARAYA 1/6",TERRACE FACTORY - END LOT,"2,702 ft²","3,390 ft²",185,"500,000"
semenyih,villaraya-industrial-park,27/07/2017,"✕✕. ✕✕, JALAN 1/2",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,090 ft²",200,"480,000"
semenyih,villaraya-industrial-park,17/07/2017,"✕✕, JALAN VILLARAYA 1/2",TERRACE FACTORY - CORNER LOT,"4,080 ft²","5,564 ft²",172,"700,000"
semenyih,villaraya-industrial-park,13/07/2017,"✕✕, JALAN VILLARAYA 1/3",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","3,090 ft²",192,"460,000"
semenyih,villaraya-industrial-park,22/06/2017,"✕✕✕, JALAN 1/3A",TERRACE FACTORY - END LOT,"2,400 ft²","3,090 ft²",200,"480,000"
semenyih,villaraya-industrial-park,13/06/2017,"✕✕✕ ✕✕, VILLARAYA INDUSTRIAL PARK 3",DETACHED FACTORY,,"26,132 ft²",73,"4,800,000"
semenyih,villaraya-industrial-park,04/04/2017,"✕✕✕ ✕✕, JALAN VILLARAYA 2/1",SEMI-D FACTORY,"8,999 ft²","4,216 ft²",122,"1,100,000"
semenyih,villaraya-industrial-park,13/03/2017,"✕✕, JALAN VILLARAYA 2/1",SEMI-D FACTORY,"12,002 ft²","4,216 ft²",121,"1,450,000"
semenyih,villaraya-industrial-park,03/02/2017,"✕✕✕, JALAN VILLARAYA 1/7",TERRACE FACTORY - END LOT,"2,702 ft²","3,390 ft²",174,"470,000"
semenyih,villaraya-industrial-park,,,,,,,
shah-alam,seksyen-16-shah-alam,26/01/2017,"✕, JALAN JEMUJU SATU 16/13A",TERRACE FACTORY - INTERMEDIATE,"3,900 ft²","2,760 ft²",277,"1,080,000"
shah-alam,seksyen-16-shah-alam,30/09/2016,"✕✕, JALAN JEMUJU SATU 16/13A",TERRACE FACTORY - INTERMEDIATE,"3,900 ft²","2,760 ft²",264,"1,030,000"
shah-alam,seksyen-16-shah-alam,16/02/2016,"✕, JALAN TUKANG 16/4 SHAH ALAM",WAREHOUSE,"31,099 ft²","3,424 ft²",222,"6,900,000"
shah-alam,seksyen-16-shah-alam,10/12/2015,"✕, PERISARAN RAJA MUDA",DETACHED FACTORY,,,154,"33,500,000"
shah-alam,seksyen-16-shah-alam,10/10/2015,"✕✕, JALAN JEMUJU SATU 16/13A",TERRACE FACTORY - INTERMEDIATE,"3,900 ft²","2,760 ft²",256,"1,000,000"
shah-alam,seksyen-16-shah-alam,23/06/2015,"✕✕✕, JALAN 16/13C",TERRACE FACTORY - INTERMEDIATE,"2,400 ft²","2,760 ft²",208,"500,000"
shah-alam,seksyen-16-shah-alam,10/06/2015,"✕✕, JALAN 15/17",DETACHED FACTORY,,,174,"22,000,000"
semenyih,semenyih-hi-tech-3,15/11/2016,"✕✕ ✕, KB C, JALAN HI-TECH 3/1",SEMI-D FACTORY,"18,784 ft²","5,685 ft²",117,"2,200,000"
semenyih,semenyih-hi-tech-3,25/05/2016,"✕✕, JALAN HI-TECH 3/4",DETACHED FACTORY,,"18,759 ft²",119,"5,800,000"
shah-alam,seksyen-16-shah-alam,19/01/2015,"✕, JALAN PAKU 16/6",DETACHED FACTORY,,"30,733 ft²",135,"11,780,000"
shah-alam,seksyen-16-shah-alam,15/01/2015,"✕✕ ✕, JALAN 15/17",DETACHED FACTORY,,"36,845 ft²",85,"7,229,270"
shah-alam,seksyen-16-shah-alam,02/12/2014,"✕, 16/11",SEMI-D FACTORY,"20,939 ft²","8,613 ft²",275,"5,750,000"
shah-alam,seksyen-16-shah-alam,,,,,,,
semenyih,semenyih-hi-tech-3,06/08/2015,"✕✕ ✕, KB A, JALAN HI-TECH 3/2",SEMI-D FACTORY,"12,025 ft²","4,175 ft²",191,"2,300,000"
semenyih,semenyih-hi-tech-3,31/12/2014,"✕✕-✕, JALAN HI-TECH 3/4",DETACHED FACTORY,,"7,933 ft²",81,"3,800,000"
semenyih,semenyih-hi-tech-3,08/11/2014,"✕✕, JALAN HI-TECH 3/4",SEMI-D FACTORY,"21,935 ft²","5,303 ft²",114,"2,500,000"
