City,Year,CityAddress,BuildingType,LandArea,PricePsf
shah alam,2015,"shah alam, jalan 32/2",TERRACE FACTORY - INTERMEDIATE,"2,799",259
shah alam,2015,"shah alam, jalan 32/2",TERRACE FACTORY - INTERMEDIATE,"2,799",259
shah alam,2015,"shah alam, jalan 32/3",TERRACE FACTORY - CORNER LOT,"3,100",290
shah alam,2014,"shah alam, jalan 32/4 (tj)",TERRACE FACTORY - CORNER LOT,"3,057",294
semenyih,2016,"semenyih, jalan ria 2",SEMI-D FACTORY,"14,583",178
semenyih,2016,"semenyih, jalan ria 2",SEMI-D FACTORY,"15,517",168
semenyih,2015,"semenyih, jalan semenyih kajang",SEMI-D FACTORY,"16,074",156
semenyih,2014,"semenyih, jalan ria 2",SEMI-D FACTORY,"14,583",171
semenyih,2014,"semenyih, jalan ria 2",SEMI-D FACTORY,"15,517",161
semenyih,2017,"semenyih, crest hill industrial park 2",SEMI-D FACTORY,"12,094",165
semenyih,2015,"semenyih, crest hill industrial park 2",SEMI-D FACTORY,"11,933",236
semenyih,2014,"semenyih, crest hill industrial park 2",SEMI-D FACTORY,"12,258",230
semenyih,2014,"semenyih, crest hill industrial park 2",SEMI-D FACTORY,"16,808",255
semenyih,2014,"semenyih, crest hill industrial park 2",SEMI-D FACTORY,"11,895",237
semenyih,2015,"semenyih, jalan 1",SEMI-D FACTORY,"11,298",414
semenyih,2015,"semenyih, jalan 1",SEMI-D FACTORY,"11,287",425
semenyih,2015,"semenyih, jalan 2",SEMI-D FACTORY,"14,347",202
semenyih,2015,"semenyih, jalan 1",SEMI-D FACTORY,"11,320",380
semenyih,2015,"semenyih, jalan kajang jaya 1",DETACHED FACTORY,"24,294",337
semenyih,2014,"semenyih, jalan kajang jaya 1",SEMI-D FACTORY,"21,119",338
semenyih,2014,"semenyih, jalan kajang jaya 1",SEMI-D FACTORY,"18,126",372
semenyih,2014,"semenyih, jalan kajang jaya",SEMI-D FACTORY,"23,842",312
semenyih,2013,"semenyih, jalan kajang jaya",SEMI-D FACTORY,"23,056",287
semenyih,2013,"semenyih, jalan kajang jaya",SEMI-D FACTORY,"22,141",294
semenyih,2016,"semenyih, jalan ria 4",TERRACE FACTORY - INTERMEDIATE,"2,000",450
semenyih,2016,"semenyih, jalan ria 4",TERRACE FACTORY - INTERMEDIATE,"2,000",400
semenyih,2013,"semenyih, jalan ria 4",TERRACE FACTORY - INTERMEDIATE,"2,000",413
semenyih,2013,"semenyih, jalan ria 4",TERRACE FACTORY - INTERMEDIATE,"2,000",413
semenyih,2013,"semenyih, jalan ria 4",TERRACE FACTORY - INTERMEDIATE,"2,000",413
semenyih,2013,"semenyih, jalan ria 4",TERRACE FACTORY - INTERMEDIATE,"2,000",413
semenyih,2016,"semenyih, jalan semenyih bangi lama",SEMI-D FACTORY,"22,978",239
semenyih,2015,"semenyih, jalan 1, kawasan perindustrian lekas 18",SEMI-D FACTORY,"11,277",355
semenyih,2015,"semenyih, jalan semenyih bangi lama",SEMI-D FACTORY,"19,947",237
semenyih,2014,"semenyih, jalan semenyih bangi lama",SEMI-D FACTORY,"19,052",258
semenyih,2014,"semenyih, jalan semenyih bangi lama",SEMI-D FACTORY,"19,669",262
semenyih,2014,"semenyih, jalan semenyih bangi lama",SEMI-D FACTORY,"17,180",257
semenyih,2013,"semenyih, jalan semenyih bangi lama",SEMI-D FACTORY,"34,434",182
shah alam,2015,"shah alam, jalan omboh satu 34/1a",SEMI-D FACTORY,"10,208",88
shah alam,2016,"shah alam, jalan pasaran 23/5",DETACHED FACTORY,"38,352",184
shah alam,2014,"shah alam, jalan lira u3/41/jalan 1a",SEMI-D FACTORY,"9,698",342
shah alam,2015,"shah alam, jalan keluli 7/109 seksyen 7 shah alam",TERRACE FACTORY - INTERMEDIATE,"1,970",954
shah alam,2015,"shah alam, jalan keluli 7/109 seksyen 7 shah alam",TERRACE FACTORY - INTERMEDIATE,"1,970",990
shah alam,2014,"shah alam, jalan lira u3/41 off jalan",SEMI-D FACTORY,"9,558",366
shah alam,2013,"shah alam, jalan lira u3/41",SEMI-D FACTORY,"9,634",363
shah alam,2014,"shah alam, jalan keluli 7/109 seksyen 7 shah alam",TERRACE FACTORY - INTERMEDIATE,"1,970",868
shah alam,2014,"shah alam, jalan keluli 7/109",TERRACE FACTORY - CORNER LOT,"2,982","1,157"
shah alam,2014,"shah alam, jalan keluli 7/109 seksyen 7 shah alam",TERRACE FACTORY - INTERMEDIATE,"1,970","1,015"
shah alam,2014,"shah alam, jalan astana 1a",SEMI-D FACTORY,"7,922",238
shah alam,2014,"shah alam, jalan keluli 7/109 seksyen 7 shah alam",TERRACE FACTORY - CORNER LOT,"1,960",816
shah alam,2013,"shah alam, jalan keluli 7/109 seksyen 7 shah alam",TERRACE FACTORY - CORNER LOT,"3,100","1,065"
shah alam,2016,"shah alam, ragum 15/17",DETACHED FACTORY,"43,475",235
shah alam,2016,"shah alam, jalan anggerek mokara 31/59",TERRACE FACTORY - CORNER LOT,"5,909",296
shah alam,2016,"shah alam, jalan anggerik mokara 31/51",TERRACE FACTORY - INTERMEDIATE,"3,897",449
shah alam,2016,"shah alam, jalan anggerik makora 31/60",TERRACE FACTORY - INTERMEDIATE,"3,251",424
shah alam,2015,"shah alam, jalan anggerik mokara 31/60",TERRACE FACTORY - INTERMEDIATE,"3,251",400
shah alam,2015,"shah alam, jalan anggerik mokara 31/58",TERRACE FACTORY - INTERMEDIATE,"4,198",386
shah alam,2015,"shah alam, jalan anggerik mokara 31/62",SEMI-D FACTORY,"10,204",319
shah alam,2014,"shah alam, jalan anggerik mokara 13/62",TERRACE FACTORY - INTERMEDIATE,"3,897",398
shah alam,2014,"shah alam, jalan anggerik mokara 31/62",SEMI-D FACTORY,"10,204",343
shah alam,2017,"shah alam, jalan sepadu 25/123a",SEMI-D FACTORY,"16,687",309
shah alam,2017,"shah alam, jalan sepadu 25/123a",SEMI-D FACTORY,"9,467",518
shah alam,2016,"shah alam, jalan sepadu 25/123",DETACHED FACTORY,"39,191",185
shah alam,2016,"shah alam, jalan sepadu 25/123a",SEMI-D FACTORY,"8,700",557
shah alam,2015,"shah alam, jalan sepadu 25/123a",SEMI-D FACTORY,"11,214",415
shah alam,2015,"shah alam, jalan pelubang 32/200",DETACHED FACTORY,"14,660",411
shah alam,2015,"shah alam, jalan sepadu 25/123a",SEMI-D FACTORY,"8,700",454
shah alam,2014,"shah alam, jalan sepadu 25/123a",SEMI-D FACTORY,"8,951",509
shah alam,2017,"shah alam, jalan 15/23",SEMI-D FACTORY,"10,637",451
shah alam,2017,"shah alam, jalan 15/23",SEMI-D FACTORY,"10,637",451
shah alam,2016,"shah alam, jalan 15/23",SEMI-D FACTORY,"10,637",423
shah alam,2016,"shah alam, jalan 15/22",SEMI-D FACTORY,"11,997",400
shah alam,2016,"shah alam, jalan 15/22",SEMI-D FACTORY,"10,677",468
shah alam,2016,"shah alam, jalan 15/23",SEMI-D FACTORY,"10,637",451
shah alam,2015,"shah alam, jalan 15/22",SEMI-D FACTORY,"10,637",333
shah alam,2015,"shah alam, jalan 15/22",SEMI-D FACTORY,"11,329",415
shah alam,2014,"shah alam, jalan 15/22",SEMI-D FACTORY,"13,448",602
shah alam,2013,"shah alam, jalan 15/22",SEMI-D FACTORY,"8,858",570
